Country Name,Country Code,Series Name,Series Code,1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.8492302144697,59.3926889205594,59.9179979243246,60.4157686251017,60.9058732842921,61.3814869281208,61.8468686173751,62.2989008976858,62.741029808732,63.1503599481265,63.5337150544495,63.9194623413135,64.3093979324577,64.6631709721644,64.9731348775949,65.3103725769117,65.6126700562509,65.8962803998554,66.169398126582,66.4330180609741,66.6910152984437,66.9693536652894,67.2466300920288,67.4479394970592,67.5922241550584,67.7216235182897,67.8326676084838,67.9374500828342,68.048941329856,68.1615796696148,68.2632229094409,68.3656305337579,68.4738659427692,68.5910520223711,68.7199752931858,68.8750598931757,69.0759234422258,69.2865782289792,69.4997495244159,69.715473095287,69.9301069609562,70.1473248537859,70.3598256851373,70.5641733752768,70.7597772586408,70.9374305815977,71.1135354850367,71.2863046978641,71.4581461182868,71.637138994319
Europe & Central Asia,ECS,Urban population growth (annual %),SP.URB.GROW,1.93432211611768,1.88563095540506,1.80356676998612,1.70894419774213,1.58161026430083,1.53838484125211,1.58619622545586,1.52359785777023,1.46451193178203,1.37598790388982,1.31634821528681,1.2989482746575,1.29398278215631,1.22637054598928,1.16429317455695,1.17529761516602,1.06298017035311,1.01075537811035,1.01466148169551,1.00582639175435,1.01371766000868,1.05372837475961,1.05365465851742,0.879211313724355,0.716016954632863,0.703985097189403,0.569410428488311,0.495344446760853,0.414315599388289,0.351892941459099,0.34458014261358,0.322589787147123,0.308346246067941,0.3083471661554,0.304399863956235,0.356244348715222,0.47354495181861,0.562996690407729,0.603718998830161,0.613738010881491,0.617145866250496,0.632007945763419,0.71521464853079,0.69384543819902,0.671906394526516,0.49842885474618,0.634190129996597,0.69737930723592,0.708105440362644,0.715610417045824
North America,NAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.3826157048634,72.7621984341351,73.1385496900719,73.5112239016084,73.8016579001992,73.8561263461651,73.8538605469464,73.8518283404081,73.8501285159013,73.8483048670236,73.8474379503204,73.860581008892,73.8724474871297,73.8851269721564,73.9311267000191,74.0734515357367,74.2267619128319,74.3797264465238,74.5308007506036,74.6816924055913,74.8315743389423,74.9685413789733,75.1053646667934,75.2409014571419,75.433269385553,75.7977724060751,76.1805739886747,76.5587808007626,76.9331928406778,77.303026135342,77.6716844395965,78.0452053948431,78.4154931912791,78.7816690106203,79.102424122048,79.2946417662362,79.4601412480483,79.6247745135005,79.7892919085775,79.9510086904725,80.1140965326175,80.2853298590908,80.4555796598333,80.6247528033079,80.7919860649286,80.9626419958473,81.1243011934878,81.290374814643,81.4598742534496,81.6330920243919
North America,NAC,Urban population growth (annual %),SP.URB.GROW,1.79583716116834,1.69223734274281,1.58442949577342,1.53323174618052,1.59394809027351,1.50869040428454,1.08147625043209,0.981813130815951,0.961953044462433,1.03415387423811,0.989214531135275,1.04483088828053,1.07499340354944,1.11569863769816,1.05962562607129,1.20544676904689,1.19013606278257,1.13386216967204,1.08219715127072,1.09705114625109,1.13791328166528,1.12462522738177,1.13502654742175,1.21624614586599,1.43276830071247,1.82504078537326,1.88754785903069,1.80804451362624,1.71558367335058,1.66855165751147,1.64068747915836,1.67669819432503,1.61878693347606,1.5936658953386,1.51255525280388,1.24967025813503,1.15831749048481,1.07607213618259,1.1389294137191,1.13299957540052,1.17970943735996,1.17324668658544,1.17810367190808,1.11930093003494,1.07006401939731,0.966785031885337,0.972508138927907,0.937616895008645,0.973071047687512,0.955473686887061
Latin America & Caribbean,LCN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.2015888285914,54.9670385787186,55.7334280265184,56.4952792934555,57.2510680031519,58.0122165015701,58.7665005202513,59.4982497069481,60.2245834091689,60.9503441291644,61.6719685518044,62.3934602236647,63.11278892062,63.8251048251781,64.5352744559726,65.2278119020758,65.8863791188268,66.5239265731831,67.1536393765454,67.7757775552238,68.3822757222081,68.9762101406475,69.5612216130172,70.1345923604875,70.6927317735225,71.2150507660351,71.7145101265988,72.2021969026158,72.6961580931727,73.1852403628134,73.6524405133964,74.1284417019278,74.5991392643032,75.0534039771346,75.5023676958352,75.8607251419349,76.1899250871311,76.5110233029417,76.8191308332458,77.1224550106189,77.4229529089636,77.7196869018948,78.0100102604762,78.2931326393543,78.5690496086234,78.8489406838531,79.1205088100171,79.3863342145715,79.6495960777735,79.9100806771376
Latin America & Caribbean,LCN,Urban population growth (annual %),SP.URB.GROW,4.16381798444635,4.0846555691629,4.01700962733649,3.9438887915729,3.87542409250025,3.83769905639886,3.78494098854223,3.71157808823466,3.66266387101011,3.61312762183388,3.55725447813889,3.53919859378769,3.52614755587675,3.4710011861399,3.40094910859214,3.27384055034328,3.1614794827622,3.10863172547407,3.05236108133118,2.98550370026575,2.90774910783165,2.8415074409005,2.79416797406722,2.73752575321444,2.703496332553,2.62088328290922,2.528158043194,2.46747215241989,2.43804503804965,2.3864528122153,2.30200416447369,2.26709861365926,2.21294745860767,2.14076740510829,2.07993257427606,1.90225360146586,1.810636306478,1.74069246130895,1.68241908586431,1.64391545154383,1.59492430652412,1.54986119966929,1.50302047610128,1.46891738316258,1.40905765408132,1.48725990156842,1.46160179088864,1.41968975273923,1.38749776200675,1.36187019330805
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,10.233,10.57,10.918,11.275,11.643,12.021,12.41,12.809,13.219,13.641,14.074,14.517,14.973,15.442,15.995,16.562,17.147,17.747,18.365,18.997,19.647,20.314,20.998,21.088,21.177,21.266,21.355,21.444,21.534,21.624,21.714,21.805,21.895,21.986,22.078,22.169,22.261,22.353,22.5,22.703,22.907,23.113,23.32,23.528,23.737,23.948,24.16,24.373,24.587,24.803
Afghanistan,AFG,Urban population growth (annual %),SP.URB.GROW,5.5214051967495,5.53286570893914,5.58670108049647,5.59642169101367,5.64484429275746,5.61038729567303,5.61415304078486,5.68898188892161,5.66368875254651,5.53578261931593,5.30443046598489,5.18605446006162,5.05623350227508,3.45072689408663,-0.405637703331227,-7.79189023905455,-6.58174824232909,2.07363255743081,6.3173378028666,5.9711515487259,2.75575908884309,2.12839106963896,3.89801351007545,3.1795851999901,0.623574329460614,0.889255391381243,11.9401759977564,15.3803361368896,10.2830849918572,6.46362794435513,4.51834828935036,4.32881543850933,4.29482385236621,4.49265521188791,1.86137729962901,1.15383861520503,6.86345297807244,7.95344768841497,4.58865325754718,4.47468958963317,5.03421600301046,2.68846842633562,2.89394890008399,4.44926873597444,3.77927906385172,4.57449331406255,4.95898098432825,4.34455335199728,4.53176850303214,3.99600796676125
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.302,31.374,31.446,31.548,31.74,31.933,32.127,32.321,32.516,32.712,32.908,33.105,33.302,33.5,33.762,34.024,34.287,34.552,34.817,35.083,35.35,35.619,35.888,36.158,36.428,36.7,37.249,37.799,38.354,38.911,39.473,40.035,40.601,41.169,41.741,42.435,43.501,44.573,45.651,46.731,47.815,48.902,49.991,51.076,52.163,53.247,54.33,55.387,56.423,57.434
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,2.86494544353281,2.85992943694977,3.07174575108209,3.2198483846198,3.157619134267,3.02918729883486,3.10065873703123,2.96457346625943,2.89871134975155,2.90212612132669,2.80568876125005,2.81002499777185,2.66911436179038,2.58227599369944,2.82702034974263,2.77592616479635,2.88327330682815,2.89083719272096,2.86797195840095,2.81704649291852,2.69139105856439,2.75514115529854,2.63915255793554,3.43737787908247,2.54304254474964,0.141060581773093,0.878430429802018,0.855534960140529,0.843725669639771,0.824171260000091,0.812476342196282,0.788237294994372,0.774515178812666,0.755983737416337,0.742478629285177,0.710442617598151,2.18120890441126,2.06027418181457,1.97179893742068,1.82642935665107,1.66222789724062,1.49221506952818,1.43512421072918,1.47328791317413,1.60937326447224,1.78778378467889,1.84837893643447,1.74363937043308,1.64611599636276,1.48476433256912
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.84,39.004,39.169,39.334,39.5,39.665,39.831,39.997,40.163,40.33,40.497,40.928,41.794,42.665,43.542,44.42,45.303,46.189,47.079,47.968,48.86,49.722,50.511,51.298,52.085,52.871,53.657,54.439,55.219,55.997,56.774,57.544,58.313,59.118,59.919,60.712,61.501,62.284,63.061,63.83,64.593,65.348,66.097,66.826,67.54,68.236,68.915,69.576,70.221,70.848
Algeria,DZA,Urban population growth (annual %),SP.URB.GROW,4.98787655603061,2.64584471342342,2.67506010015162,2.66947215688431,2.65599045187004,2.66990323074316,2.72580207974902,2.78867752532813,2.86674489965748,4.11433747942148,5.22917758341416,4.82708544050615,4.96144392383632,5.0479720961369,5.13685082229065,5.20993117686362,5.2657884481484,5.2900497259339,5.2904810626558,5.26839666317755,5.17342235382709,4.77713042006071,4.32147301993838,4.17782432469023,4.01659461355947,3.88245074991697,3.79944679121294,3.68725563831442,3.53037361447747,3.31714864470846,3.14135443775147,3.02829853154123,2.83809493059887,2.76946453439341,2.74811230466512,2.69070377933956,2.64007182073424,2.61935316011717,2.6470662285033,2.57616153899167,2.62941198808677,2.78998744748105,2.84862438842223,2.89279288193908,2.9214805958999,2.92362164020675,2.93325834377157,2.92129941666144,2.90182179829983,2.88887793150377
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.75,69.163,69.574,69.98,70.384,70.784,71.182,71.576,71.967,72.354,72.739,73.12,73.497,73.871,74.33,75.043,75.743,76.429,77.103,77.762,78.408,79.04,79.659,80.263,80.948,81.886,82.789,83.654,84.485,85.28,86.043,86.771,87.467,88.131,88.587,88.491,88.394,88.297,88.198,88.1,88,87.9,87.799,87.697,87.594,87.502,87.42,87.348,87.288,87.238
American Samoa,ASM,Urban population growth (annual %),SP.URB.GROW,3.68501532272807,3.56567237575529,3.60579588108015,3.61030143503615,3.11259405607501,2.46209342418099,2.25286061227178,2.19832597590474,2.22290564107191,2.45068561375752,2.62450780813403,2.54850980058303,2.48084251754324,2.45035885504916,3.20918719347605,4.46047180806429,4.69645209344918,4.69610928203713,4.70654638668477,4.69292374936684,4.68073535396126,4.65762679377364,4.65065920773546,4.62175717320862,4.1028691503215,3.57788143838098,3.28798756808631,3.2043373772395,3.14332943320346,3.04094054477949,2.92773499458503,2.80298841280696,2.62561765200271,2.49147697371717,1.6142305917451,0.0523281178663842,-0.361039252380598,-0.516645882837897,-0.656961719623165,-0.75840230789254,-0.844138879424085,-0.915871352131617,-0.991562674803217,-1.06120267389806,-1.05593229406713,-1.09244959814226,-1.23864847065879,-1.38803219610543,-1.54788709134401,-1.69711234332623
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.593,74.641,76.588,78.424,80.155,81.78,83.301,84.716,86.032,87.252,88.382,89.42,90.378,91.257,92.064,92.8,93.474,94.089,94.649,95.159,95.325,95.178,95.027,94.872,94.712,94.53,94.324,94.111,93.89,93.661,93.425,93.18,92.927,92.666,92.395,92.056,91.641,91.207,90.751,90.285,89.807,89.308,89.004,88.912,88.819,88.726,88.631,88.537,88.441,88.345
Andorra,AND,Urban population growth (annual %),SP.URB.GROW,10.0018661856607,10.7044862047199,10.7060907157476,10.0854968060799,9.55740502831474,9.10810209623578,8.68440941641674,8.30029684641717,7.93240292660718,7.51100433973916,7.10198973420817,6.66340606254597,6.1824815265975,5.66846452283551,5.09321546265521,4.58737242292918,4.98661606791951,5.29798339065798,4.82868342936907,4.32356707825735,4.19267381249832,4.20054772144368,3.99305125269627,3.7560562297905,3.49991100247902,3.2309040741559,3.06317051056614,2.9900863899337,2.8962902488577,2.80627807279766,1.66575174379535,0.569053116290558,0.503120734262765,0.436520068850264,0.377327984395132,2.20572172056573,3.91855974083943,3.75001433875657,3.51138278860428,3.17742111163013,-0.037470076419389,-3.1499777492501,-3.08092614364707,-3.0432403598387,-3.31492983581545,-1.44453210701534,0.524091011711652,0.390086599025427,0.246585860909757,0.0662847427328072
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,12.965,13.441,13.932,14.436,14.957,15.632,16.455,17.31,18.202,19.128,20.092,21.088,22.122,23.192,24.298,25.437,26.612,27.821,29.065,30.338,31.643,32.978,34.343,35.731,37.144,38.58,40.039,41.511,43,44.169,45.346,46.525,47.71,48.897,50.087,51.274,52.461,53.645,54.827,56,56.764,57.524,58.282,59.034,59.783,60.528,61.268,62.002,62.731,63.446
Angola,AGO,Urban population growth (annual %),SP.URB.GROW,4.49628470985763,4.3024049151371,4.28380006548467,4.57405623262231,5.23991044166594,6.82840122628382,8.12404527696612,8.36495341940905,8.37704005763939,8.29047024994641,8.19091791875855,8.15569553684129,8.18556249400785,8.1589296115979,8.16266498236252,8.13550265993437,8.10792169825821,8.06004264438732,7.98421293042887,7.89038923172627,7.77743434033292,7.57105409721013,7.42278873415656,7.33340626482806,7.22349673011126,7.11931990778244,6.96083748230215,6.77199863892798,6.72259796919591,5.97198806405495,5.96001304353315,5.90194005838252,5.79418730345123,5.68394664237337,5.64866955326432,5.62744231595919,5.62376227868434,5.64513817273351,5.68584496286432,5.67454748217163,4.94707962134254,4.96958261730382,4.98001182832443,4.97550440874176,4.99558074843681,4.9972692003532,4.97386377959222,4.92641852853657,4.85333965972379,4.75101946993626
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.012,35.418,34.829,34.245,33.819,33.898,33.978,34.057,34.137,34.217,34.297,34.377,34.457,34.538,34.618,34.698,34.779,34.86,34.94,35.021,35.102,35.183,35.264,35.345,35.426,35.465,35.085,34.709,34.334,33.961,33.59,33.221,32.855,32.49,32.127,31.74,31.098,30.464,29.837,29.218,28.606,28.002,27.405,26.818,26.238,25.703,25.526,25.35,25.175,25
Antigua and Barbuda,ATG,Urban population growth (annual %),SP.URB.GROW,-0.0320622927285728,-0.0229079331173791,-0.00458221641887902,0.0229089827122848,-0.0412399483472153,0.621375417316752,0.122903263302797,-0.127458138158386,-0.145865647159307,-0.0501904967988291,0.164166209517817,0.431926834862876,0.560985908411108,0.669951472777188,0.661041310179985,0.519504753848283,0.472751449320776,0.501232143298787,0.157763300174306,-0.249906963041864,-0.285745880766948,-0.326307724052562,-0.345102545846531,-0.31517060824205,-0.253745100200857,0.591073427174841,0.521502043715554,0.720312320336289,0.780317392566542,0.864720680681703,0.925575446885349,0.908633968860202,0.778902112752858,0.585432800256175,0.53641727893261,0.322954901436329,-0.767686406077838,-0.924866921890812,-0.975947246488804,-0.929842485393645,-0.83912965218856,-0.759107468953717,-0.659664697463174,-0.637574985992819,-0.819404429676686,-0.862055051538081,0.393983317648936,0.240996233925256,0.138087729909168,0.0889877700547435
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.888,77.398,77.901,78.394,78.88,79.321,79.743,80.158,80.567,80.969,81.366,81.755,82.139,82.516,82.887,83.313,83.759,84.194,84.621,85.038,85.445,85.843,86.233,86.613,86.984,87.328,87.542,87.752,87.96,88.164,88.366,88.564,88.759,88.952,89.142,89.329,89.51,89.686,89.86,90.031,90.2,90.366,90.53,90.691,90.849,90.99,91.121,91.249,91.377,91.503
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,2.24944311047463,2.22844796012863,2.19984271570006,2.17240377435238,2.18532925264331,2.14110074200193,2.12542081239303,2.16233601381638,2.20965020220652,2.15700046351042,2.07907294030184,2.07505820117681,2.07405681464076,2.05858831426602,2.03351881981171,2.09324947640777,2.10718672116359,2.0767873683058,2.04303028470563,2.0049786670414,1.98879629485767,1.97569092831855,1.961376138972,1.92735296674643,1.88383110037878,1.81875770013478,1.63218682909353,1.5975647575265,1.58377374866076,1.54920795991608,1.48926953663223,1.42208209536414,1.37811535334639,1.36924871374482,1.34664689815167,1.30873169770709,1.27595518811745,1.22879210827292,1.20915917460343,1.22359234802314,1.22220931788621,1.19016125791417,1.17361488361579,1.19196781572589,0.429649599145157,1.30814131603172,1.28077370283392,1.25948243003778,1.2396386789085,1.21579706300955
Armenia,ARM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.483,57.341,58.195,59.042,59.864,60.657,61.445,62.225,63,63.611,64.219,64.821,65.419,65.839,66.05,66.259,66.467,66.675,66.883,67.09,67.296,67.501,67.706,67.69,67.421,67.15,66.878,66.606,66.332,66.057,65.781,65.504,65.226,64.947,64.666,64.385,64.236,64.137,64.038,63.938,63.839,63.739,63.64,63.54,63.44,63.34,63.24,63.164,63.112,63.085
Armenia,ARM,Urban population growth (annual %),SP.URB.GROW,4.24931869168199,4.10910693906266,4.01234578408316,3.89352998942017,3.69844026059198,3.52262480739902,3.47160494970283,3.45782149527661,3.45884893031979,3.22132315763608,3.23918874053501,3.29462116909403,3.34027838591002,2.55789965870856,1.54155751832477,1.3552092510197,1.38521415443942,1.43912142970477,1.35014129966529,1.18514663529771,1.09974296545298,1.02834243687366,0.763893444472638,2.36380301457448,2.6957646787445,1.30038688988581,-1.60374238712073,-3.74139733823608,-2.8610611954839,-1.93658750141803,-1.14008682346277,-1.25845687140506,-1.37337411177693,-1.49963450539488,-1.61037490478258,-1.55867624443429,-1.13246570248286,-0.83079527809499,-0.751432255097974,-0.761535435957295,-0.838572638294868,-0.889415093262459,-0.855937609056045,-0.80033995301265,-0.766716914319411,-0.74724976842942,-0.656142903197955,-0.568544597024387,-0.477941161241734,-0.435787280070284
